Alwar,2017-01-07,rain,64.64,55.71,1.07,4.34
Mathura,2017-01-07,rain,62.03,54.31,0.56,5.79
Agra,2017-01-07,rain,64.58,54.16,0.56,5.6
Tundla,2017-01-07,rain,65.82,54.61,0.6,5.49
Kanpur,2017-01-07,rain,70,53.73,0.72,4.75
Fatehpur,2017-01-07,rain,71.74,54,0.85,4.45
Allahabad,2017-01-07,rain,74.65,54,0.99,4.29
Jaipur,2017-01-08,rain,68.16,55,1.34,7.85
Alwar,2017-01-08,rain,68,54.26,1,4.26
Mathura,2017-01-08,rain,68.18,53.21,0.69,2.23
Agra,2017-01-08,rain,68.03,52.21,0.64,3.39
Tundla,2017-01-08,rain,68.46,52.86,0.66,2.56
Kanpur,2017-01-08,rain,67.48,55,0.69,2.37
Fatehpur,2017-01-08,rain,69.59,55,0.85,2.24
Allahabad,2017-01-08,rain,70.89,55,0.96,2.15
Jaipur,2017-01-09,rain,68,50.26,1.78,4.26
Alwar,2017-01-09,rain,66.73,48.86,1.24,1.41
Mathura,2017-01-09,rain,68.46,49.9,0.83,3.22
Agra,2017-01-09,rain,69.77,46.86,0.93,3.35
Tundla,2017-01-09,rain,69.05,49.15,0.88,3.17
Kanpur,2017-01-09,rain,73,54,1.06,2.71
Fatehpur,2017-01-09,rain,73,54,1.22,2.39
Allahabad,2017-01-09,rain,73,54,1.38,2.11
Jaipur,2017-01-10,rain,64.59,48,1.78,3.42
Alwar,2017-01-10,rain,63.87,43.94,1.62,4.33
Mathura,2017-01-10,rain,64.47,43.46,1.43,4.61
Agra,2017-01-10,rain,65.4,42.09,1.51,4.65
Tundla,2017-01-10,rain,65.38,43.49,1.49,4.47
Kanpur,2017-01-10,rain,70.42,48,1.84,5.21
Fatehpur,2017-01-10,rain,70.56,48,1.92,4.71
Allahabad,2017-01-10,rain,70.55,48,1.98,4.56
Jaipur,2017-01-11,rain,63.42,41,2,1.82
Alwar,2017-01-11,rain,63.3,39.22,1.61,4.49
Mathura,2017-01-11,rain,63.55,39.51,1.31,4.88
Agra,2017-01-11,rain,64.05,36.72,1.37,4.67
Tundla,2017-01-11,rain,63.92,38.65,1.35,4.67
Kanpur,2017-01-11,rain,65.5,39,1.82,5.3
Fatehpur,2017-01-11,rain,66.15,39,1.91,4.68
Allahabad,2017-01-11,rain,65.66,39,1.98,4.36
Jaipur,2017-01-12,rain,66,41,2.03,1.51
Alwar,2017-01-12,rain,64.57,38.87,1.46,3.35
Mathura,2017-01-12,rain,64,37.65,1.11,3.8
Agra,2017-01-12,rain,64,36.26,1.27,3.62
Tundla,2017-01-12,rain,64.08,37.08,1.19,3.61
Kanpur,2017-01-12,rain,64.65,36,1.58,3.76
Fatehpur,2017-01-12,rain,64.88,36,1.82,3.17
Allahabad,2017-01-12,rain,64.55,36,2.02,2.86
Jaipur,2017-01-13,rain,68.17,42.55,2.06,1.28
Alwar,2017-01-13,rain,67.74,40,1.41,2.51
Mathura,2017-01-13,rain,66.02,41.99,0.95,3.27
Agra,2017-01-13,rain,66,41.3,1.01,3.36
Tundla,2017-01-13,rain,66,41.99,1.01,3.19
Kanpur,2017-01-13,rain,64.51,36,1.43,3
Fatehpur,2017-01-13,rain,65.45,36,1.53,2.76
Allahabad,2017-01-13,rain,65.22,36,1.62,2.61
Jaipur,2017-01-14,rain,66.17,45,1.88,3.86
Alwar,2017-01-14,rain,65.3,41.5,1.27,0.55
Mathura,2017-01-14,rain,66.03,40.91,0.79,2.88
Agra,2017-01-14,rain,66.76,38.58,0.83,2.75
Tundla,2017-01-14,rain,66.68,40.17,0.83,2.75
Kanpur,2017-01-14,rain,70,37,0.94,3.39
Fatehpur,2017-01-14,rain,70,37,1.08,2.93
Allahabad,2017-01-14,rain,70,37,1.16,2.78
Jaipur,2017-01-15,rain,70,48,1.78,3.29
Alwar,2017-01-15,rain,71.62,46.5,1.43,1.57
Mathura,2017-01-15,rain,72.5,44.08,1.1,1.25
Agra,2017-01-15,rain,72.5,42.85,1.23,1.15
Tundla,2017-01-15,rain,72.5,43.53,1.16,1.21
Kanpur,2017-01-15,rain,73,41,0.95,1.92
Fatehpur,2017-01-15,rain,73,41,1.11,1.77
Allahabad,2017-01-15,rain,73,41,1.25,1.62
Jaipur,2017-01-16,rain,68,51.62,2.14,2.73
Alwar,2017-01-16,rain,65.7,50.19,1.45,3.66
Mathura,2017-01-16,rain,68.3,47.67,0.93,4.14
Agra,2017-01-16,rain,69.59,44.8,0.92,4.27
Tundla,2017-01-16,rain,71.21,46.3,0.95,4.04
Kanpur,2017-01-16,rain,77,43,0.98,1.4
Fatehpur,2017-01-16,rain,77.79,43,1.15,1.24
Allahabad,2017-01-16,rain,78.88,43,1.21,0.98
Jaipur,2017-01-17,rain,66,43,2.1,2.08
Alwar,2017-01-17,rain,61.44,41.72,1.28,4.34
Mathura,2017-01-17,rain,59.76,41,0.77,4.74
Agra,2017-01-17,rain,60.9,41,0.88,4.54
Tundla,2017-01-17,rain,61.49,41,0.85,4.47
Kanpur,2017-01-17,rain,70.65,48,0.73,3.99
Fatehpur,2017-01-17,rain,71.78,48,0.88,3.71
Allahabad,2017-01-17,rain,72.77,48,0.99,3.63
Jaipur,2017-01-18,rain,68.95,46,2.43,3.53
Alwar,2017-01-18,rain,66.97,43.02,1.44,1.84
Mathura,2017-01-18,rain,66,41,0.68,3.22
Agra,2017-01-18,rain,66,41,0.72,3.25
Tundla,2017-01-18,rain,66,41,0.7,3.11
Kanpur,2017-01-18,rain,68,46,0.43,3.57
Fatehpur,2017-01-18,rain,69.52,46,0.61,3.27
Allahabad,2017-01-18,rain,70.22,46,0.76,3.14
Jaipur,2017-01-19,rain,72.18,46,2.3,5.87
Alwar,2017-01-19,rain,69.37,44.23,1.35,3.26
Mathura,2017-01-19,rain,69.81,42.78,0.83,5.03
Agra,2017-01-19,rain,70.05,38.99,0.88,5.08
Tundla,2017-01-19,rain,69.76,41.63,0.86,4.88
Kanpur,2017-01-19,rain,73,43,0.65,3.17
Fatehpur,2017-01-19,rain,73,43,0.81,3
Allahabad,2017-01-19,rain,73,43,0.96,2.87
Jaipur,2017-01-20,rain,72,46.47,2.31,2.51
Alwar,2017-01-20,rain,68.67,44.16,1.46,3.57
Mathura,2017-01-20,rain,69.14,42.07,0.96,4.39
Agra,2017-01-20,rain,69.81,41.11,1.07,4.44
Tundla,2017-01-20,rain,69.6,41.52,1.05,4.27
Kanpur,2017-01-20,rain,73,45,1.44,5.5
Fatehpur,2017-01-20,rain,73.07,45,1.52,5.19
Allahabad,2017-01-20,rain,73.55,45,1.62,5.15
Jaipur,2017-01-21,rain,70.01,52,1.82,0.31
Alwar,2017-01-21,rain,67.4,46.64,1.34,3.15
Mathura,2017-01-21,rain,68.37,41,0.99,3.12
Agra,2017-01-21,rain,68.22,41,1.2,2.96
Tundla,2017-01-21,rain,69.01,41,1.1,2.98
Kanpur,2017-01-21,rain,72,43,1.42,4.67
Fatehpur,2017-01-21,rain,73.4,43,1.49,4.26
Allahabad,2017-01-21,rain,75.33,43,1.56,4.16
Jaipur,2017-01-22,rain,75.1,56.78,2.2,5.63
Alwar,2017-01-22,rain,74.38,50.35,1.37,1.08
Mathura,2017-01-22,rain,75.07,48,0.91,2.37
Agra,2017-01-22,rain,75.52,46.53,1.06,2.5
Tundla,2017-01-22,rain,74.92,47.96,1.01,2.37
Kanpur,2017-01-22,rain,77,46,1.05,3.39
Fatehpur,2017-01-22,rain,77.07,46,1.21,3.14
Allahabad,2017-01-22,rain,78.66,46,1.27,3.05
Jaipur,2017-01-23,rain,77.27,52.16,1.88,3.63
Alwar,2017-01-23,rain,76.09,49.44,1.18,0.99
Mathura,2017-01-23,rain,76.94,48,0.77,2.66
Agra,2017-01-23,rain,77.85,48,0.85,2.53
Tundla,2017-01-23,rain,77.41,48,0.84,2.5
Kanpur,2017-01-23,rain,81,52,1.32,5.04
Fatehpur,2017-01-23,rain,81,52,1.39,4.7
Allahabad,2017-01-23,rain,81.55,52,1.48,4.64
Jaipur,2017-01-24,rain,82,60.48,1.68,5.01
Alwar,2017-01-24,rain,78.4,53.79,1.21,2.54
Mathura,2017-01-24,rain,78.79,51.99,0.9,0.8
Agra,2017-01-24,rain,79.12,51.99,1.06,0.48
Tundla,2017-01-24,rain,79.53,51.98,1.02,0.59
Kanpur,2017-01-24,rain,81,52.53,1.07,3.89
Fatehpur,2017-01-24,rain,81.51,53.33,1.25,3.44
Allahabad,2017-01-24,rain,82.11,53.66,1.32,3.37
Jaipur,2017-01-25,rain,79.87,63.52,1.75,6.58
Alwar,2017-01-25,rain,77.7,58.58,1.14,5.14
Mathura,2017-01-25,rain,77.71,57,0.79,4.24
Agra,2017-01-25,rain,79.31,57,0.84,4.33
Tundla,2017-01-25,rain,79.71,57,0.84,4.11
Kanpur,2017-01-25,rain,82,48,1.13,2.33
Fatehpur,2017-01-25,rain,82,48,1.28,2.14
Allahabad,2017-01-25,rain,82,48,1.37,1.98
Jaipur,2017-01-26,rain,68,57,1.25,2.44
Alwar,2017-01-26,rain,66.05,57.97,0.92,2.68
Mathura,2017-01-26,rain,70.98,58.86,0.74,2.58
Agra,2017-01-26,rain,73.59,58.99,0.77,2.83
Tundla,2017-01-26,rain,73.98,58.92,0.8,2.53
Kanpur,2017-01-26,rain,81,52,1.02,4.01
Fatehpur,2017-01-26,rain,81,52,1.19,3.7
Allahabad,2017-01-26,rain,81,52,1.25,3.65
Jaipur,2017-01-27,rain,66,52.26,1.46,4.16
Alwar,2017-01-27,rain,65.94,53.46,1.14,5.34
Mathura,2017-01-27,rain,67.24,54.46,1.22,5.58
Agra,2017-01-27,rain,67.93,54.62,1.44,5.68
Tundla,2017-01-27,rain,67.75,54.63,1.37,5.41
Kanpur,2017-01-27,rain,66.47,55,1.45,4.72
Fatehpur,2017-01-27,rain,66.34,55,1.59,4.48
Allahabad,2017-01-27,rain,66.77,55,1.63,4.42
Jaipur,2017-01-28,rain,70,51.83,2.08,0.58
Alwar,2017-01-28,rain,66.73,50.63,1.26,3.31
Mathura,2017-01-28,rain,67.36,50,0.74,4.75
Agra,2017-01-28,rain,68.53,50,0.83,4.74
Tundla,2017-01-28,rain,69.01,50,0.82,4.59
Kanpur,2017-01-28,rain,70.86,48,1.04,4.82
Fatehpur,2017-01-28,rain,71.35,48,1.18,4.53
Allahabad,2017-01-28,rain,71.11,48,1.3,4.35
Jaipur,2017-01-29,rain,73.1,52,1.87,1.39
Alwar,2017-01-29,rain,71.05,52,1.2,5.2
Mathura,2017-01-29,rain,70,52,0.72,5.78
Agra,2017-01-29,rain,70.11,52,0.74,5.69
Tundla,2017-01-29,rain,70.84,52,0.77,5.56
Kanpur,2017-01-29,rain,66.79,52,1.05,4.23
Fatehpur,2017-01-29,rain,68.98,52,1.21,3.89
Allahabad,2017-01-29,rain,70.44,52,1.29,3.76
Jaipur,2017-01-30,rain,75,52.26,2.1,1.89
Alwar,2017-01-30,rain,72.38,49.96,1.23,0.99
Mathura,2017-01-30,rain,71.52,49.21,0.69,2.53
Agra,2017-01-30,rain,72.26,48.26,0.72,2.46
Tundla,2017-01-30,rain,72.3,48.21,0.74,2.43
Kanpur,2017-01-30,rain,72,46,0.71,3.3
Fatehpur,2017-01-30,rain,73.03,46,0.87,3.08
Allahabad,2017-01-30,rain,74.22,46,0.97,2.98
Jaipur,2017-01-31,rain,79,54,1.99,0.97
Alwar,2017-01-31,rain,74.76,52.05,1.27,1.83
Mathura,2017-01-31,rain,75.07,50,0.83,3.32
Agra,2017-01-31,rain,76.33,49.57,0.9,3.09
Tundla,2017-01-31,rain,76.4,50,0.91,3.07
Kanpur,2017-01-31,rain,73,46,0.74,3.19
Fatehpur,2017-01-31,rain,74.47,46,0.9,3.01
Allahabad,2017-01-31,rain,77.44,46,1.02,2.91
Jaipur,2017-02-01,rain,73.62,56.78,1.91,1.08
Alwar,2017-02-01,rain,72.09,52.22,1.32,1.53
Mathura,2017-02-01,rain,71.74,50,1.21,2.47
Agra,2017-02-01,rain,72.8,50,1.41,2.25
Tundla,2017-02-01,rain,72.57,50,1.38,2.18
Kanpur,2017-02-01,rain,75,48,0.8,2.52
Fatehpur,2017-02-01,rain,76.18,48,0.95,2.29
Allahabad,2017-02-01,rain,77.22,48,1.06,2.34
Jaipur,2017-02-02,rain,75.4,58.6,2.27,2.78
Alwar,2017-02-02,rain,73.84,51.68,1.56,0.79
Mathura,2017-02-02,rain,73.8,48.81,1.44,1.3
Agra,2017-02-02,rain,74.44,48.14,1.58,0.95
Tundla,2017-02-02,rain,74.35,48.58,1.6,1.07
Kanpur,2017-02-02,rain,75,48,0.91,1.34
Fatehpur,2017-02-02,rain,75.6,48,1.08,1.24
Allahabad,2017-02-02,rain,77.22,48,1.16,1.23
Jaipur,2017-02-03,rain,75.68,57,2.01,2.64
Alwar,2017-02-03,rain,75.39,52.18,1.46,0.3
Mathura,2017-02-03,rain,75.7,50.05,1.46,0.34
Agra,2017-02-03,rain,75.55,48.33,1.66,0.78
Tundla,2017-02-03,rain,75.55,49.36,1.65,0.65
Kanpur,2017-02-03,rain,77,48,0.98,0.77
Fatehpur,2017-02-03,rain,77,48,1.14,0.74
Allahabad,2017-02-03,rain,77,48,1.19,0.25
Jaipur,2017-02-04,rain,77.78,61,2.03,6.76
Alwar,2017-02-04,rain,74.94,57.25,1.43,5.77
Mathura,2017-02-04,rain,74.04,55.5,1.38,4.99
Agra,2017-02-04,rain,74.83,55.08,1.7,4.6
Tundla,2017-02-04,rain,74.71,55.31,1.59,4.74
Kanpur,2017-02-04,rain,77.88,48,0.94,0.23
Fatehpur,2017-02-04,rain,78.5,48,1.08,0.28
Allahabad,2017-02-04,rain,78.11,48,1.16,0.14
Jaipur,2017-02-05,rain,79.25,61.1,2.07,0.98
Alwar,2017-02-05,rain,75.04,60.55,1.4,3.93
Mathura,2017-02-05,rain,74.81,59.41,1.4,4.48
Agra,2017-02-05,rain,76.79,57.49,1.6,4.45
Tundla,2017-02-05,rain,76.88,58.82,1.58,4.37
Kanpur,2017-02-05,rain,82.33,54,1.09,1.81
Fatehpur,2017-02-05,rain,83.74,54,1.24,1.58
Allahabad,2017-02-05,rain,83.77,54,1.3,1.74
Jaipur,2017-02-06,rain,72,57.1,2.84,2.62
Alwar,2017-02-06,rain,72.47,55.78,1.7,5.12
Mathura,2017-02-06,rain,73.78,55.22,1.1,5.57
Agra,2017-02-06,rain,74.01,55.03,1.05,5.68
Tundla,2017-02-06,rain,74.59,55.12,1.08,5.39
Kanpur,2017-02-06,rain,81,59,1.21,3.31
Fatehpur,2017-02-06,rain,81.43,59,1.31,3.12
Allahabad,2017-02-06,rain,81.53,59,1.38,2.99
Jaipur,2017-02-07,rain,75,50.38,2.71,1.26
Alwar,2017-02-07,rain,71.84,48.13,2.08,5.65
Mathura,2017-02-07,rain,70.67,47.86,1.96,5.69
Agra,2017-02-07,rain,70.14,47.41,2.13,5.51
Tundla,2017-02-07,rain,70.64,48.52,2.06,5.5
Kanpur,2017-02-07,rain,76.51,54,1.77,5.4
Fatehpur,2017-02-07,rain,77.01,54,1.84,4.96
Allahabad,2017-02-07,rain,76.11,54,1.94,4.58
Jaipur,2017-02-08,rain,77,52,2.45,1.43
Alwar,2017-02-08,rain,74.4,49.22,1.7,3.56
Mathura,2017-02-08,rain,74.21,46.61,1.63,2.62
Agra,2017-02-08,rain,74.8,45.35,1.79,1.9
Tundla,2017-02-08,rain,74.84,46.11,1.78,1.99
Kanpur,2017-02-08,rain,78.81,48,2.05,2.84
Fatehpur,2017-02-08,rain,79.43,48,2.1,2.58
Allahabad,2017-02-08,rain,80.11,48,2.17,2.48
Jaipur,2017-02-09,rain,73.26,52.26,2.62,2.78
Alwar,2017-02-09,rain,71.99,50.99,1.78,4.53
Mathura,2017-02-09,rain,72.29,50.98,1.75,4.55
Agra,2017-02-09,rain,72.98,51.8,1.99,4.48
Tundla,2017-02-09,rain,72.94,51.29,1.93,4.39
Kanpur,2017-02-09,rain,79.55,48,1.75,2.13
Fatehpur,2017-02-09,rain,80.39,48,1.81,2.02
Allahabad,2017-02-09,rain,80.66,48,1.85,1.82
Jaipur,2017-02-10,rain,73.14,51.83,2.5,0.66
Alwar,2017-02-10,rain,72.85,48.84,1.98,4.37
Mathura,2017-02-10,rain,72.3,46.81,2.06,4.67
Agra,2017-02-10,rain,72.45,46.14,2.33,4.61
Tundla,2017-02-10,rain,72.46,46.58,2.25,4.49
Kanpur,2017-02-10,rain,75,50,1.64,3.14
Fatehpur,2017-02-10,rain,75,50,1.71,2.92
Allahabad,2017-02-10,rain,75,50,1.78,2.7
Jaipur,2017-02-11,rain,75,50.1,2.83,1.79
Alwar,2017-02-11,rain,74.21,47.14,2.13,1.9
Mathura,2017-02-11,rain,73.61,45.4,2.04,2.46
Agra,2017-02-11,rain,73.07,45.07,2.37,2.4
Tundla,2017-02-11,rain,73.26,45.29,2.19,2.24
Kanpur,2017-02-11,rain,75,48,1.44,0.91
Fatehpur,2017-02-11,rain,75,48,1.52,0.76
Allahabad,2017-02-11,rain,75,48,1.59,0.6
Jaipur,2017-02-12,rain,73.2,53.95,2.31,3.96
Alwar,2017-02-12,rain,74.43,49.32,1.75,1.74
Mathura,2017-02-12,rain,75.23,48,1.83,1.75
Agra,2017-02-12,rain,75.11,46.37,2.18,1.89
Tundla,2017-02-12,rain,75.29,47.52,2.03,1.79
Kanpur,2017-02-12,rain,78.58,50,1.53,0.96
Fatehpur,2017-02-12,rain,79.11,50,1.62,0.72
Allahabad,2017-02-12,rain,80.11,50,1.71,1.01
Jaipur,2017-02-13,rain,77.12,55,2.44,0.53
Alwar,2017-02-13,rain,75.89,51.86,1.81,3.48
Mathura,2017-02-13,rain,75.61,50,1.68,3.99
Agra,2017-02-13,rain,75.2,50,1.82,3.91
Tundla,2017-02-13,rain,75.71,50,1.8,3.82
Kanpur,2017-02-13,rain,79.22,55,1.55,1.73
Fatehpur,2017-02-13,rain,79.91,55,1.62,1.48
Allahabad,2017-02-13,rain,80.66,55,1.72,1.26
Jaipur,2017-02-14,rain,81,50,2.42,0.62
Alwar,2017-02-14,rain,78.84,49.03,1.8,4.19
Mathura,2017-02-14,rain,76.93,48,1.71,4.49
Agra,2017-02-14,rain,76.97,46.33,2.01,4.21
Tundla,2017-02-14,rain,77,47.36,1.9,4.23
Kanpur,2017-02-14,rain,79.02,52,1.55,2.71
Fatehpur,2017-02-14,rain,79.82,52,1.63,2.5
Allahabad,2017-02-14,rain,80.66,52,1.74,2.19
Jaipur,2017-02-15,rain,82.31,54.26,2.58,1.37
Alwar,2017-02-15,rain,80.69,50.92,2.03,4.18
Mathura,2017-02-15,rain,79.7,48.05,1.98,4.08
Agra,2017-02-15,rain,79.55,46.33,2.25,3.98
Tundla,2017-02-15,rain,79.55,47.36,2.14,3.88
Kanpur,2017-02-15,rain,79.65,48,1.57,1.76
Fatehpur,2017-02-15,rain,79.88,50,1.66,1.61
Allahabad,2017-02-15,rain,79.55,50,1.7,1.25
Jaipur,2017-02-16,rain,86,56.98,2.35,3.15
Alwar,2017-02-16,rain,82.11,55.19,1.89,4.48
Mathura,2017-02-16,rain,81.73,52.43,2.14,4.59
Agra,2017-02-16,rain,82.01,52.05,2.46,4.44
Tundla,2017-02-16,rain,82.04,52.21,2.37,4.36
Kanpur,2017-02-16,rain,80.29,53.33,1.5,1.41
Fatehpur,2017-02-16,rain,81.21,54,1.6,1.24
Allahabad,2017-02-16,rain,81.22,53.66,1.65,0.74
Jaipur,2017-02-17,rain,88,59.37,2.66,0.89
Alwar,2017-02-17,rain,82.45,57.84,2.05,5.03
Mathura,2017-02-17,rain,79.16,55.43,2.24,5.39
Agra,2017-02-17,rain,78.87,54.51,2.58,5.31
Tundla,2017-02-17,rain,78.73,55.21,2.45,5.22
Kanpur,2017-02-17,rain,84,55,1.11,0.65
Fatehpur,2017-02-17,rain,84,55,1.22,0.64
Allahabad,2017-02-17,rain,84,55,1.28,0.6
Jaipur,2017-02-18,rain,90,61,2.89,0.98
Alwar,2017-02-18,rain,86.71,57.65,2.03,3.45
Mathura,2017-02-18,rain,85.23,53.65,2.15,4.42
Agra,2017-02-18,rain,85.93,52.26,2.54,4.61
Tundla,2017-02-18,rain,85.83,53.08,2.4,4.46
Kanpur,2017-02-18,rain,84.45,57,0.98,0.65
Fatehpur,2017-02-18,rain,85.24,57,1.11,0.64
Allahabad,2017-02-18,rain,85.66,57,1.17,0.26
Jaipur,2017-02-19,rain,91.32,63.15,2.62,4.85
Alwar,2017-02-19,rain,88.33,59.62,2.26,3.51
Mathura,2017-02-19,rain,87.95,56.08,2.42,2.97
Agra,2017-02-19,rain,88.03,54.32,2.8,2.82
Tundla,2017-02-19,rain,88.14,55.29,2.63,2.78
Kanpur,2017-02-19,rain,87.39,59,0.98,2.72
Fatehpur,2017-02-19,rain,87.35,59,1.11,2.65
Allahabad,2017-02-19,rain,87.45,59,1.17,2.46
Jaipur,2017-02-20,rain,88.23,66,2.39,6.85
Alwar,2017-02-20,rain,89.01,63.3,2.09,2.47
Mathura,2017-02-20,rain,89.46,59.7,2.23,2.08
Agra,2017-02-20,rain,90.01,57.41,2.58,2.54
Tundla,2017-02-20,rain,90.2,58.68,2.42,2.24
Kanpur,2017-02-20,rain,91,59,1.76,2.51
Fatehpur,2017-02-20,rain,91,59,1.84,2.42
Allahabad,2017-02-20,rain,91.11,59,1.89,1.9
Jaipur,2017-02-21,rain,81.14,57.57,3.01,4.67
Alwar,2017-02-21,rain,78.99,59.58,2.24,4.94
Mathura,2017-02-21,rain,80.03,61.01,2.48,5.13
Agra,2017-02-21,rain,80.95,58.67,2.95,5.11
Tundla,2017-02-21,rain,81.38,60.48,2.8,5
Kanpur,2017-02-21,rain,90,63,1.53,3.15
Fatehpur,2017-02-21,rain,90,63,1.65,2.92
Allahabad,2017-02-21,rain,90,63,1.75,2.83
Jaipur,2017-02-22,rain,81.33,55.21,2.66,2.24
Alwar,2017-02-22,rain,80.89,53.58,2.31,3.53
Mathura,2017-02-22,rain,80.8,50.4,2.66,3.26
Agra,2017-02-22,rain,81.06,48.25,3.15,3.01
Tundla,2017-02-22,rain,81.37,49.17,2.93,3
Kanpur,2017-02-22,rain,84,59,1.75,5
Fatehpur,2017-02-22,rain,84,59,1.85,4.6
Allahabad,2017-02-22,rain,84,59,1.95,4.36
Jaipur,2017-02-23,rain,81.08,55.38,3.05,1.66
Alwar,2017-02-23,rain,78.76,51.72,2.55,5.61
Mathura,2017-02-23,rain,78.59,48.49,2.7,6.11
Agra,2017-02-23,rain,78.98,46.38,3.06,5.83
Tundla,2017-02-23,rain,78.94,47.58,2.9,5.81
Kanpur,2017-02-23,rain,81,54,1.53,6.05
Fatehpur,2017-02-23,rain,81.26,54,1.62,5.64
Allahabad,2017-02-23,rain,81.77,54,1.67,5.37
Jaipur,2017-02-24,rain,81,54,3.05,2.22
Alwar,2017-02-24,rain,78.21,49.55,2.65,7.31
Mathura,2017-02-24,rain,78.24,46.53,2.87,7.26
Agra,2017-02-24,rain,78.93,46.06,3.34,7.07
Tundla,2017-02-24,rain,78.93,46.26,3.08,6.88
Kanpur,2017-02-24,rain,79.43,48,1.7,7.31
Fatehpur,2017-02-24,rain,80.08,48,1.77,6.92
Allahabad,2017-02-24,rain,80.66,48,1.84,6.65
Jaipur,2017-02-25,rain,86,56.45,2.79,3.91
Alwar,2017-02-25,rain,83.25,52.59,2.55,6.73
Mathura,2017-02-25,rain,83.24,49.24,2.88,6.72
Agra,2017-02-25,rain,83.93,46.94,3.4,6.11
Tundla,2017-02-25,rain,83.75,48.79,3.11,6.27
Kanpur,2017-02-25,rain,82.55,50,1.7,5.63
Fatehpur,2017-02-25,rain,82.86,50,1.78,5.19
Allahabad,2017-02-25,rain,82.55,50,1.83,4.99
Jaipur,2017-02-26,rain,82.47,59,2.7,2.63
Alwar,2017-02-26,rain,81.79,53.91,2.46,5.16
Mathura,2017-02-26,rain,81.43,50.81,2.78,4.92
Agra,2017-02-26,rain,82.01,50.14,3.36,4.55
Tundla,2017-02-26,rain,81.95,50.58,3.03,4.63
Kanpur,2017-02-26,rain,83.32,52,1.88,4.64
Fatehpur,2017-02-26,rain,84.88,52,1.96,4.35
Allahabad,2017-02-26,rain,85.33,52,2.03,4.24
Jaipur,2017-02-27,rain,88.36,57,3.06,2.38
Alwar,2017-02-27,rain,84.85,51.99,2.65,1.86
Mathura,2017-02-27,rain,83.59,47.6,2.93,2.98
Agra,2017-02-27,rain,83.99,46.17,3.48,2.65
Tundla,2017-02-27,rain,84.09,46.78,3.17,2.7
Kanpur,2017-02-27,rain,84.24,52,1.99,3.72
Fatehpur,2017-02-27,rain,84.84,52,2.09,3.49
Allahabad,2017-02-27,rain,85.11,52,2.19,3.39
Jaipur,2017-02-28,rain,91,64,2.78,1.29
Alwar,2017-02-28,rain,90.53,58.86,2.45,1.93
